На данном временном интервале наши пристрастия — горные двухподвесочные чтобы и по лестницам супермаркета можно было спуститься и сквозь лес пробиться и на трассе двадцать километров одолеть без усталости .,3
Тёмный лес шумел кругом .,3
И сразу увидел белые дикие горы и высокий колючий лес из которого вылез огромный рыжий и лохматый дядька с кривыми бивнями .,0
С острым точно лезвие до дрожи сердечным чувством ― поля простор и русский лес и родные дали с затерянными в них редкими огоньками .,0
Эта снежная девочка летом идёт с подружками в лес по ягоды и либо теряется в лесу ( и в этом случае её спасают звери привезя её на себе домой ) либо тает прыгая через костёр ( по всей видимости купальский ) .,1
Гаишники стреляли по убегавшим в лес Немову и Михайлову .,1
Воспользовавшись этим Дубов рванул в лес .,1
Будь моя воля я организаторов сходок надолго отправил бы валить лес .,3
А утром они увидели такую нарядную ёлку и столько подарков под ней - что их хватило бы на весь лес .,1
Но не стоит отчаиваться оказывается в контейнере можно создать самый настоящий лес из деревьев и кустарников который декоративен круглый год .,3
Сегодня он стоит у входа в дом завтра вы ждёте гостей и пристроили его у беседки или площадки для отдыха или составив несколько контейнеров вместе создали сказочный лес для маленького сынишки .,3
Соловей птичка - невеличка а заголосит так лес дрожит .,3
Дальше в лес - больше дров .,1
" Двое оставшихся у переезда бандитов посадили секьюрити и шофёра на заднее сиденье " " Мерседеса " " и вывезли в лес у деревни Зайцево Одинцовского района ― там преступники вкололи пленникам сильные дозы снотворного и скрылись . ",1
Ирина вышла из дома и пошла в лес .,1
Анна побрела в лес .,1
Свернула в лес к знакомому муравейнику .,1
И конечно прогулки в лес и игры в гольф и созерцание гор …,1
" В рассказе " " На ялике " " в первом варианте была фраза ― я уж её не помню ― где говорилось о том как ялик шёл через Неву падали осколки поднимая фонтаны воды и было похоже что мы плывём сквозь лес где деревья из воды . ",2
Метафора очень удачная но не кажется ли вам А < лексей > И < ванович > что лес ― слишком гиперболично .,2
Выбравшись из мрачных сырых поутру лесных дебрей где они проблуждали половину ночи Гусаков облегчённо вздохнул : лес кончился перед ним раскинулось поле .,0
Потом вышли на полевую дорожку привёдшую их в большой смешанный лес из которого на рассвете выбрались на это холмистое поле .,0
Да вон через лес .,3
Вскоре они вошли в лес и Костя свернул с дороги на едва заметную в зарослях стёжку ― повёл напрямик .,1
Заимев землю вряд ли они пойдут в лес помогать партизанам ― будут ковыряться в поле .,1
Зимний лес сверкает морозными узорами .,3
А вот пейзажей особых с подъёма не открывается ― всё загораживает лес .,3
На одном был изображён зимний лес и упряжка лошадей за которой гнались волки .,0
вишни падающими яблоками огурцами патиссонами кабачками первыми клубнями молодой картошки заготовкой варений походами в лес за грибами и купанием .,1
Потом Колюня вспоминал дорогу жаркую пыльную они идут по ней с мамой над дорогой плавится течёт воздух и в его дымке дрожит далеко за кромкой поля лес .,0
А когда выполнял свою работу его отпускали гулять шли с ним на озеро или в лес .,1
" Беляево " " было конечной станцией метро а за девятиэтажным блочным зданием хуже которого были в Москве лишь пятиэтажные хрущобы начинался и тянулся за окружную дорогу до самой Оки и дальше до Дикого Поля и скифских степей курганов и каменных баб непроходимый лес в нём катался новосёл на лыжах и по вечерам ему мерещились волчьи глаза и глухой вой . ",0
" Все они были похожи как близнецы : та же дорога тот же асфальт обочины лес косогоры Ока заправки чашка чаю в придорожной " " заезжаловке " " а потом жёлтое худое лицо Павла на серой подушке погасшие глаза в которых не было ничего что могло бы назваться жизнью и голос который нужно было бы называть шелестом : " " Ладно ладно … всё нормально чего там … ",0
Я гнал Асечку дальше и дальше по дороге которая то кривилась и тогда становилась видна только на несколько сот метров вперёд то совершенно выправлялась и в этом случае простригала лес на вершинах покатых седых холмов горбящихся до горизонта .,3
Окно смотрело всё на то же шоссе и поле и чёрный лес за полем ― всё одинаково заштрихованное белыми карандашами снега .,0
Шли в лес как можно дальше ставили палатки разводили костры и пели под гитару .,1
" Советская власть не даёт нам делать то что мы хотим ― но делать то чего она от нас хочет мы тоже не станем : хрена с маслом ; мы на всё положим с прикладом пойдём в лес и будем орать песни под ёлкой ! ",1
Мы ночью в лес ходили …,1
Лес поле пруд соединялись в её опыте с тяжёлой работой : в лес посылали собирать ягоду для продажи в поле ― помогать на уборке на пруд ― полоскать бельё .,1
Как - то мы с отцом приехали к нему на дачу и отправились вместе с ним на прогулку в лес .,1
Заядлый курильщик Георгий Семёнович держал в левой руке пепельницу и стряхивал в неё пепел не считая возможным засорять даже таким образом лес …,0
" Очевидно это различение изучения и понимания Пушкина " " эрудиции " " и " " критики " " как принципов и задач не вполне " " совпадающих " " было введено Пумпянским недаром если наше знание о Пушкине не может его преодолеть до сих пор ; очевидно здесь имеет место процесс подобный тому что называется герменевтическим кругом ( это понятие уже было названо ) когда целое собирается из частей но к этим последним ведёт интуиция целого ( " " лес " " и ",2
Я вспомнил лес уходящую влево лыжню и осмысленные глаза своих соотечественников укрывшихся в чаще от дьявольской несвободы мира .,2
Гарри утомил семейство Хэндерсонов настолько что Джордж и Нэнси выгнали его в лес .,1
Но оказалось что тот лес куда вывезли Гарри подлежит вырубке и Хэндерсоны снова взяли снежного человека домой .,0
Дорога была не раз хоженная и езженная : займищный лес который то подходил к обочинам и тогда остро пахло горькой корой и листвой то отступал пропадая в серой невиди .,0
Нас везли куда - то на телеге а вокруг дороги стоял густой лес который казался нам загадочным .,0
В колхозе нам выдали кое - какие продукты кроме того мы ходили в лес за грибами поэтому у нас всё получалось очень вкусно .,1
Тёмный лес,3
" И вот теперь он решился и на целый день поехал на автобусе в ближайший лес за посёлком Восточный ; дед решил поискать берёзовые наплывы на старых пнях ― небывалое по красоте дерево для шкатулок . ",0
Правда тот лес в который навострился ездить дед был объявлен заповедником но это никому не мешало там гулять дрессировать собак бросать пустые бутылки и консервные банки а также стрелять из рогаток по воронам так что это был совершенно пустяковый лесок .,0
И Барби на своей маленькой машине пустилась в далёкий путь в посёлок Восточный в заповедный лес .,0
Сделалось тихо и от звёзд иль от краюшечки луны посветлело жёлтые поля на холмах за Ольвией тоже посветлели и как бы придвинулись к домам уже погасившим лампы дальний лес обозначившийся по - за полями похож был на тёмную тучу .,0
Зловещим светом налитой бритвенно острой полоской подрезало холмы подровняло лес на горизонте .,0
Главное было ― поскорее миновать хутора и лес на истоке речки .,3
Но попавши в лес лошади встали начали кормиться травой падалицами диких груш яблок даже желудями будто уж и не кони они а поросята или козлы .,1
Вечер настанет запоют в красном уголке за стенкой ― хоть в лес убегай …,2
Дело верное : старлей Савкин пойдёт сейчас в лес на разоружение .,1
Ни даже метнуться из - под скалы назад в лес через открытое место .,1
Они понесли его в редкий лес недалеко и тропой налево где как помнил Рубахин открывалась площадка ― сухая плешина с песчаной мягкой землёй .,0
Он страстно любит природу городские деревья и кусты многое говорят его душе своими пыльными листьями однако природы во всём её загородном великолепии : лес поле овраги ― он конечно не вынесет он сейчас же сойдёт с ума .,0
Но вот в лес был назначен его новый директор ― Козёл .,1
И в лес его назначили местечковцы ― конечно же из своих местечковых интересов главным из которых была охота .,1
Поговорили о женщинах помечтали немного о том как поднявшись наверх помоемся в бане какие деликатесы приготовят нам там и вообще о том как всё - таки хорошо наверху где солнце лес пеньё птиц и кристально чистый горный воздух !,0
По правую сторону вырос густой весь белый неподвижный лес .,0
И громко на весь лес произносил словно теша самого себя : ― КГБ !,1
Андрей поглядел туда и увидел лес далеко за которым у самого горизонта поднимались в небо три огромных коричневых от ржавчины трубы какой - то электростанции или завода ― они были такими широкими что больше походили на гигантские стаканы .,3
Вдали медленно проплыла удивительно красивая похожая на поднятую к небу руку белая церковь с косым крестом ― был виден только её верх а нижнюю часть закрывал лес .,3
Чужим и равнодушным стал окружающий лес .,0
Мертво стоял лес вокруг меня .,3
Не я управляю светом небесным не я гоню в лес ночь и мокрый снег .,1
Сверху из дальних мест еловых боров сплавляют по ней строевой лес .,0
Тогда он затеял ходить в лес искать Сухолапого .,1
" Её простые маршруты шли по иссечённой дорожками аллее мимо скамеек ларька с напитками и спирального подъёма в стол заказов ; потом она поворачивала за угол высокой зелёной шестнадцатиэтажки ― туда где за долгим пыльным пустырём начинался лес . ",0
После обеда часа в два по еле намеченной тропке мы углубились в заключённый пихтовый лес .,0
Он сошёл с тропы и углубился в лес .,1
" Это вот " " нет дыма … " " стыкуясь с этим вот " " лес рубят щепки летят " " было не чем иным как революционной целесообразностью ненавистной Милию Алексеевичу . ",2
Про них ! Лес лес !,2
А ты в лес сходи ― сказала Пантелевна .,1
" Стань на поляне да и крикни изо всех сил : " " Лес лес ! ",2
Обулся я оделся потеплей пришёл в лес .,1
и крикнул изо всех сил ! Лес лес !,2
Не шелохнулся лес и я не понял ― взял он или не взял .,3
ДНК РНК аминокислоты ― всё это хорошо но кроме деревьев есть лес который не просто сумма деревьев …,2
Я даже попыталась убежать в лес но не для того чтобы как лермонтовский мальчик найти свою истинную родину а заблудиться и умереть и пусть взрослые поплачут .,1
Собирал детей и вёл их в лес .,1
Мы направились через лес в сторону посёлка .,1
Затем уводил группу в лес и показывал экскурсантам невзрачный холмик .,1
Короткая дорога вела через лес .,3
Но однажды к знахарю в лес прибежали люди в струпьях и ранах с плачем прося вернуться в село которое поразила страшная болезнь .,1
А я бы их напоил чаем и мы бы все трое пошли в лес и тогда бы я ни за что не замерз .,1
Он притворится спящим а когда сторожа уснут прибежит в лес найдёт мой домик всунет хобот в трубу и станет тепло дышать .,1
Это в лес пришла оттепель .,3
И так они прошли весь лес .,3
Мужчинам хватает колхозной работы и в лес бегают двое - трое .,1
Только он в лес ходил искал говорит косачиные тока .,1
А там надо землю рыть лес сводить тачку - пертачку гонять .,2
И вот гоняют его в тайгу под землю на Чукоткин Нос ― лес сводить тачки гонять золото рыть .,2
Он и в тюрьме уже насиделся и лес в Сибири валил .,3
Ибо что по совести может сказать рядовому человеку вот такая бумажка : « Ваш родственник осуждён тогда - то постановлением Особого совещания на восемь лет лагерей за КРД » ? Ведь это же тёмный лес товарищи !,0
А сзади них громоздилась несложная вселенная поставщика его императорского величества его фамилия и звание золотой загогулиной вились внизу паспарту все эти зеркала пальмы в кадочках пни из папье - маше и наконец нарисованный на холсте дремучий лес и луна среди косматых вершин .,0
Они вошли в лес и сразу ещё сильнее запахло смолой и хвоей .,1
Возле города сосновый лес целебный для людей вообще а для лёгочников особенно для них наш лес и наш сухой степной воздух ― просто спасение .,0
Возле города сосновый лес целебный для людей вообще а для лёгочников особенно для них наш лес и наш сухой степной воздух ― просто спасение .,0
Брали гамаки корзинки с едой уходили с утра в лес и валялись там весь день в гамаках .,1
Между прочим и в двадцатые годы в наш город приезжали дачники из Москвы и Ленинграда и ходили с гамаками в лес .,1
А дело было так : они ходили в лес конечно не одни а с сёстрами Кузнецовыми ходить одним молодому человеку и барышне считалось тогда неприличным .,1
Но ведь речь идёт о Якобе о дорогом госте из Швейцарии гостя надо занимать развлекать а какое может быть лучше развлечение чем наш лес знаменитый можно сказать на всю Россию и что может быть полезнее для такого деликатного блондинчика чем смолистый воздух ?,3
Вокруг меня розовели синели голубели предвечерние снега завалившие белорусский лес .,0
и военной грозой потемнел нижний слой помрачённых небес шестируких летающих тел слюдяной перепончатый лес …,2
Потом звёздный холод стал постепенно распространяться сверху вниз по всему моему помертвевшему телу с настойчивой медлительностью останавливая кровообращение и не позволяя мне сделать ни шагу для того чтобы выйти из - за чёрных копий с золотыми остриями заколдованного парка постепенно превращавшегося в переделкинский лес и ― о боже мой ! ― делая меня изваянием созданным из космического вещества безумной фантазией Ваятеля .,0
" Бульвар Вествуд был глух как лес . ",2
Они увидели скопление машин на дороге слепящие фары а сзади был загорающийся лес и тогда они пошли по снежному рукаву между лесом и дорогой довольно гордо знаешь ли вполне независимо и даже с некоторым достоинством хотя и с зажатыми между ног хвостами .,0
Их излучают лес и горы человек и животные ― словом все предметы окружающего нас мира с температурой ниже 2700 градусов .,2
При светлом небе громыхало неподалёку и находил на лес пасмурный свет ― только какая - нибудь сосна вспыхивала под одиноким лучом .,3
И бешено чередуясь возник будто бы лес ослепительных корней …,2
И так весь лес спалили !,2
А я видел ― зашептал Грошев и оглянулся тревожно на тёмный за спиною лес .,0
А был вокруг сплошной берёзовый лес .,0
Да правильно : лес вон валить !,2
В лес ― это … на чистом - то воздухе дурак согласится работать .,1
В лес ― это … на чистом - то воздухе дурак согласится работать .,1
Эти - то дорогие воспоминания и жили в нём и когда бывало вовсе тяжко он вспоминал далёкую свою деревеньку берёзовый лес на берегу реки саму реку …,0
Свернуть ― с одной стороны лес с другой целина напитанная вчерашним дождём ― не для городской машинки .,2
Тузику на шоссе было неинтересно и я отводил его подальше в лес отстегивал поводок .,1
В последний день августа на прощанье пошли мы в лес .,1
Буду орать на весь лес издали пугать медведицу .,3
Дорога шла теперь через лес .,3
Двое бегут на лыжах : сначала по лыжне вдоль путей потом сворачивают в лес .,1
Рассказывала про больницу про то что обещают какую - то ещё лучшую больницу за городом там кругом лес и можно ходить на станцию где есть ларьки и кое - что продают .,3
А с вами не боюсь отпускать их и в море и в лес .,1
Ты на Северо - Западном помнишь вот здесь за Ловатью если от Рахлиц на Ново - Свинухово поюжней Подцепочья ― лес ?,2
Бесконечный лес !,3
Окна были обрешечены но намордников на них не было днём сквозь них был виден по ту сторону шоссе парк необихоженный как лес а летними вечерами доносились тревожащие песни безмужних девушек московского предместья .,0
Ничего подобного он сам не замечал ― лес и лес воздух хороший зелено .,3
Ничего подобного он сам не замечал ― лес и лес воздух хороший зелено .,3
Молодые люди собирались в лес .,1
И по ту и по другую сторону тут был лес правда густой тёмный некрасивый .,3
И по ту и по другую сторону тут был лес правда густой тёмный некрасивый .,3
Теперь налево лес распахивался но бабы бойко сыпали правей прямо на солнце где ещё за рядами кустов открывался обширный простор .,3
И молодые люди согласно решили что в лес ― успеется а вот в этот сияющий простор непременно им надо сейчас же идти .,1
Слушай сестра ! ― говорил он . ― Как хорошо что мы пошли сюда а не в лес .,1
А буш ― это австралийский лес .,3
Я отвык просто пойти в лес как в детстве мне нужна была какая - то цель ― собирать грибы охотиться или пройти сколько - то километров .,1
В просвете между деревьями в дальней глубине ― голубой призрак Колхидской долины ограждённой стеной моря вернее куском стены потому что всё остальное прикрывает лес .,3
Абхазец в лес уйдёт или в горы .,1
Густой лес темнеет во всю котловину .,3
Когда мы входили в лес старая ворона нехотя с криком похожим на оханье слетела с ветки дуба и тяжело проковыляла по воздуху опираясь на крылья как на костыли .,1
Всё садами садами летели а дальше ― в лес и в горы .,1
И в помине не было тут того открытого задорного перезвона как в молодом осиннике или ельнике ― там весь лес шуршит как огромный муравейник .,3
И есть в этой песенке ещё какой - то пафос пустоты : вот лес горы поля непроглядная тьма и из этой тьмы раздаются разные звериные голоса .,0
Мы неслись по лесу фары пробивали лес и в глубине за соснами возникали фантастические очертания кустарника .,0
И полон был лес для меня призраков призраков моей любви которые маячили из - за потухших костров смешных и милых призраков .,2
Они значит некоторое время должны промаяться в кювете возле машины и поссориться окончательно а потом Таня побежит в лес а Андрей значит за ней не будь дурак и тут значит наплыв .,1
Таня убегает в лес .,1
Мы потащили кран в лес тянули его словно бурлаки .,1
Кругом лес трава на участке человеку по шею зелёная густая чистая с султанами .,0
Среди дубов кое - где росли сгорбившиеся вернувшиеся в лес сливовые деревья груши и черешни а персиков и абрикосов уже не было ― их короткий век прошёл .,1
Да да друг мой ― сказал отец ― когда лес рубят щепки летят .,2
Так в том - то и беда что лес рубят .,3
А трудоспособные стали лес валить пней говорят не корчевали они не мешали .,3
На горизонте ― лес .,3
Посадили Гопчика за то что бендеровцам в лес молоко носил .,1
Уж заполночь до лагеря дотянутся утром опять в лес .,1
И школа тоже рубленая из заказника лес привозили в шесть саженей .,3
" Центр забитый автомобилями и полные ветра Лужники все кинотеатры и рестораны киностудия " " Мосфильм " " Ленинская библиотека и Пушкинский музей ГУМ трах - тах - тах всё уже позади и в каменном море четырехугольная " " Барселона " " волна и корабль что качал нас семнадцать лет мама папа дедушка брат всё дальше и дальше улетают они трах - тах - тах свет мрак барак новостройка тах - тах это ещё Москва трах - тах вдруг лес это уже не Москва ",2
Весь вагон возился и извинялся а трое парней и девушка всё смотрели в окно на лес и поле где временами появлялись и стремительно мчались назад последние островки Москвы .,1
В этот миг берег и лес и люди выглядели как десять лет назад когда он захлебнулся в воде и на мгновение потерял сознание .,0
Мчался меж сосен прыгал через ручьи выскочил на шоссе и снова ― в лес .,1
Июль навалился душным пузом на этот маленький лес .,0
Синий свет взошедшей луны ложился на камни на редкий лес тайги показывая каждый уступ каждое дерево в особом не дневном виде .,0
Мы больше отдыхали больше обращали внимание на солнце на лес на бледно - синее высокое небо .,2
На следующее утро Серошапка вывел нас на работу ― в вырубленный ещё прошлой зимой лес собирать всё что можно сжечь зимой в железных печах .,0
На следующее утро Серошапка вывел нас на работу ― в вырубленный ещё прошлой зимой лес собирать всё что можно сжечь зимой в железных печах .,0
Назаров стал спускаться с горы наискось лес стал гуще .,3
" И я узнал что не всё вокруг торфоразработки что есть за полотном железной дороги ― бугор а за бугром ― деревня и деревня эта ― Тальново испокон она здесь ещё когда была барыня - " " цыганка " " и кругом лес лихой стоял . ",3
А то с плетёным кузовом ― по ягоды в дальний лес .,1
Что ж воровали раньше лес у барина теперь тянули торф у треста .,3
" Вскочила я от стола : " " Захленуться бы вам подавиться трутни ! " " И в лес ушла . ",2
Тесть Щукина старик крестьянин приехал из соседнего местечка Чуднова и видел своими глазами что всех местных евреев с узлами и чемоданами погнали в лес и оттуда в течение всего дня доносились выстрелы и дикие крики ни один человек не вернулся .,1
Земля была огромна и даже лес на ней не стоял без края видны были и начало его и конец а земля всё длилась тянулась .,0
Этот лес озёра дышали жизнью Древней Руси о которой Викторов читал до войны .,0
Вот идёт Викторов по улице лесной деревни и через несколько часов он улетит навсегда отсюда и всё это ― гудящий лес деревня где лоси заходят на огороды папоротник жёлтые натёки смолы река кукушки ― перестанет для него существовать .,0
Так живёт лес в вечной борьбе всех против всех .,3
Один без телохранителей без привычных адъютантов он казался себе мальчиком из сказки вошедшим в сумрачный заколдованный лес .,0
А когда ёж ушёл в лес она два дня есть не хотела .,1
Они вошли в лес под тень первых дозорных сосен .,1
Не все далеко не все есть и невинные ( я же вот невинен ! ) лес рубят ― щепки летят ( слышали наверно такую пошлую фразу ) да щепки летят но где - то должен быть и лес .,2
Не все далеко не все есть и невинные ( я же вот невинен ! ) лес рубят ― щепки летят ( слышали наверно такую пошлую фразу ) да щепки летят но где - то должен быть и лес .,0
Густой тропический лес скалы тихие лагуны с прозрачной водой в которой сверкали рыбы тёплый песок на берегу лагун ― всё было просто роскошно !,0
Для большей безопасности я оттащил Костю поглубже в лес и стряхнул его со спины на землю .,1
В лес бежать и не думают .,1
Не домой не к соседям не в лес а сам не знает куда .,1
" Где - то уже давали команду " " в ружьё " " лес глухо зашумел . ",2
Идти гулять с ним в лес она отказалась но обещала зайти как - нибудь в гости .,1
Но когда Левин ушёл и Барашкин сладко улыбаясь дрожащими руками обнял Катю ей вдруг стало невыносимо противно и оттолкнув его она выбежала из блиндажа в шумящий лес .,0
Только бы им выбраться в лес .,1
Никогда бывало отец его направляясь в лес не забудет этого компаса .,1
Всю жизнь ты ходишь по лесу и тебе лес известен весь как ладонь .,3
Вот почему мы когда придём в лес ранней весной на рассвете и услышим так и скажем им как людям это .,1
Красный цвет пугает волков и запах кумача страшит и особенно боязливо им бывает если ветерок пробегая сквозь лес там и тут шевелит этими флагами .,1
Опять в лес ?,1
" Так мы шли часа полтора пока лес не поредел ; появились пихты и кедры мох почти исчез но подъём не кончался а наоборот стал ещё круче . ",2
Вот и лес отвалился остался где - то сзади и река ушла куда - то в сторону навстречу грузовику сыпалась разная разность : какие - то заборы с караульными будками и штабеля дров высоченные столбы и какие - то мачты а на мачтах нанизанные катушки груды щебня земля исполосованная каналами ― словом чувствовалось что вот - вот она Москва тут же вон за поворотом и сейчас навалится и охватит .,0
Душенька ! ― будя своими воплями заснувший сосновый лес отвечала Наташа ― королева моя французская ведь я и ему намазала лысину и ему !,0
Но лес быстро кончился и его банная духота тотчас сменилась прохладою бального зала с колоннами из какого - то желтоватого искрящегося камня .,3
Этот зал так же как и лес был совершенно пуст и лишь у колонн неподвижно стояли обнажённые негры в серебряных повязках на головах .,3
Дело в том что когда она служила в кафе хозяин как - то её зазвал в кладовую а через девять месяцев она родила мальчика унесла его в лес и засунула ему в рот платок а потом закопала мальчика в земле .,1
Руда вишь тут добрая лес под боком за работу платил ― только бы не умер человек .,2
" Я возьму только одну страницу Даля из его толкового словаря и приведу народное эхо на этот образ " " лес " " . ",2
" Лес ― лесом а бас ― басом " " " " Чей лес того и пень " " . ",2
" На кусты леса не кричите " " " " Наука в лес не ходит " " " " Кому в лесу леса мало " " . ",1
Не помню какую пьесу играли но очевидцы рассказывали что во время картины где был изображён лес с генералом что - то сделалось .,3
Не надо от пуль на пол ложиться не надо от снарядов в погреба прятаться не надо от пожаров в лес бежать .,1
